ID,CATEGORY
172,pig
173,pig
174,skyscraper
175,nose
176,banana
177,eyeglasses
178,eyeglasses
179,eyeglasses
180,laptop
181,laptop
182,hand
183,foot
184,eyeglasses
185,hand
186,bulldozer
187,banana
188,bulldozer
189,foot
190,keyboard
191,snowman
192,eyeglasses
193,foot
194,skyscraper
195,eyeglasses
196,eyeglasses
197,eyeglasses
198,spider
199,chair
200,chair
201,eyeglasses
202,snowman
203,skyscraper
204,eyeglasses
205,bulldozer
206,spider
207,skyscraper
208,nose
209,skyscraper
210,bulldozer
211,snowman
212,harp
213,pig
214,banana
215,nose
216,bulldozer
217,hand
218,eyeglasses
219,snowman
220,snowman
221,violin
222,hand
223,harp
224,eyeglasses
225,eyeglasses
226,skyscraper
227,eyeglasses
228,skyscraper
229,eyeglasses
230,banana
231,bulldozer
232,foot
233,eyeglasses
234,spider
235,keyboard
236,eyeglasses
237,banana
238,eyeglasses
239,eyeglasses
240,harp
241,laptop
242,eyeglasses
243,spider
244,skyscraper
245,chair
246,spider
247,eyeglasses
248,keyboard
249,laptop
250,laptop
251,bulldozer
252,chair
253,harp
254,keyboard
255,pig
256,laptop
257,spider
258,foot
259,violin
260,eyeglasses
261,foot
262,nose
263,eyeglasses
264,laptop
265,hand
266,banana
267,banana
268,banana
269,chair
270,violin
271,violin
272,skyscraper
273,bulldozer
274,skyscraper
275,keyboard
276,chair
277,violin
278,nose
279,violin
280,bulldozer
281,banana
282,snowman
283,skyscraper
284,laptop
285,harp
286,harp
287,spider
288,keyboard
289,bulldozer
290,pig
291,eyeglasses
292,eyeglasses
293,violin
294,banana
295,hand
296,eyeglasses
297,harp
298,skyscraper
299,keyboard
300,banana
301,eyeglasses
302,eyeglasses
303,skyscraper
304,skyscraper
305,snowman
306,eyeglasses
307,harp
308,chair
309,bulldozer
310,skyscraper
311,spider
312,bulldozer
313,skyscraper
314,eyeglasses
315,eyeglasses
316,banana
317,banana
318,eyeglasses
319,eyeglasses
320,violin
321,harp
322,foot
323,bulldozer
324,skyscraper
325,eyeglasses
326,banana
327,eyeglasses
328,violin
329,chair
330,bulldozer
331,keyboard
332,pig
333,eyeglasses
334,eyeglasses
335,eyeglasses
336,chair
337,banana
338,skyscraper
339,snowman
340,keyboard
341,keyboard
342,harp
343,banana
344,laptop
345,bulldozer
346,keyboard
347,chair
348,eyeglasses
349,eyeglasses
350,keyboard
351,nose
352,snowman
353,banana
354,chair
355,bulldozer
356,laptop
357,eyeglasses
358,skyscraper
359,spider
360,skyscraper
361,skyscraper
362,bulldozer
363,skyscraper
364,skyscraper
365,eyeglasses
366,hand
367,eyeglasses
368,spider
369,keyboard
370,spider
371,violin
372,hand
373,spider
374,skyscraper
375,nose
376,skyscraper
377,eyeglasses
378,skyscraper
379,snowman
380,violin
381,nose
382,skyscraper
383,pig
384,harp
385,eyeglasses
386,laptop
387,bulldozer
388,hand
389,hand
390,violin
391,violin
392,pig
393,laptop
394,bulldozer
395,banana
396,laptop
397,laptop
398,laptop
399,laptop
400,laptop
401,eyeglasses
402,bulldozer
403,keyboard
404,spider
405,skyscraper
406,harp
407,chair
408,skyscraper
409,skyscraper
410,eyeglasses
411,spider
412,skyscraper
413,bulldozer
414,laptop
415,keyboard
416,eyeglasses
417,keyboard
418,pig
419,bulldozer
420,eyeglasses
421,laptop
422,pig
423,spider
424,laptop
425,foot
426,foot
427,foot
428,eyeglasses
429,violin
430,laptop
431,skyscraper
432,spider
433,laptop
434,banana
435,eyeglasses
436,spider
437,skyscraper
438,eyeglasses
439,chair
440,banana
441,keyboard
442,skyscraper
443,violin
444,spider
445,eyeglasses
446,spider
447,bulldozer
448,skyscraper
449,bulldozer
450,eyeglasses
451,keyboard
452,laptop
453,hand
454,spider
455,skyscraper
456,foot
457,laptop
458,laptop
459,eyeglasses
460,chair
461,foot
462,eyeglasses
463,keyboard
464,skyscraper
465,nose
466,snowman
467,chair
468,spider
469,laptop
470,bulldozer
471,bulldozer
472,banana
473,banana
474,laptop
475,snowman
476,harp
477,chair
478,skyscraper
479,pig
480,laptop
481,laptop
482,eyeglasses
483,eyeglasses
484,eyeglasses
485,violin
486,eyeglasses
487,snowman
488,banana
489,laptop
490,nose
491,bulldozer
492,keyboard
493,bulldozer
494,violin
495,chair
496,bulldozer
497,eyeglasses
498,bulldozer
499,keyboard
500,eyeglasses
501,keyboard
502,chair
503,banana
504,bulldozer
505,keyboard
506,foot
507,eyeglasses
508,keyboard
509,violin
510,skyscraper
511,eyeglasses
512,pig
513,hand
514,harp
515,eyeglasses
516,eyeglasses
517,eyeglasses
518,harp
519,banana
520,eyeglasses
521,hand
522,violin
523,bulldozer
524,eyeglasses
525,skyscraper
526,eyeglasses
527,bulldozer
528,hand
529,skyscraper
530,eyeglasses
531,eyeglasses
532,violin
533,keyboard
534,bulldozer
535,banana
536,violin
537,keyboard
538,spider
539,hand
540,eyeglasses
541,bulldozer
542,snowman
543,chair
544,laptop
545,harp
546,eyeglasses
547,eyeglasses
548,banana
549,eyeglasses
550,skyscraper
551,eyeglasses
552,banana
553,chair
554,bulldozer
555,skyscraper
556,eyeglasses
557,bulldozer
558,spider
559,nose
560,eyeglasses
561,laptop
562,laptop
563,skyscraper
564,keyboard
565,skyscraper
566,skyscraper
567,spider
568,skyscraper
569,snowman
570,eyeglasses
571,spider
572,banana
573,skyscraper
574,laptop
575,eyeglasses
576,chair
577,hand
578,harp
579,bulldozer
580,skyscraper
581,laptop
582,nose
583,chair
584,eyeglasses
585,pig
586,violin
587,laptop
588,snowman
589,harp
590,violin
591,laptop
592,violin
593,bulldozer
594,laptop
595,violin
596,skyscraper
597,skyscraper
598,eyeglasses
599,nose
600,hand
601,keyboard
602,harp
603,harp
604,chair
605,banana
606,chair
607,banana
608,eyeglasses
609,keyboard
610,keyboard
611,banana
612,eyeglasses
613,skyscraper
614,foot
615,chair
616,skyscraper
617,nose
618,chair
619,eyeglasses
620,violin
621,skyscraper
622,eyeglasses
623,harp
624,foot
625,pig
626,bulldozer
627,hand
628,eyeglasses
629,harp
630,violin
631,harp
632,bulldozer
633,bulldozer
634,bulldozer
635,eyeglasses
636,eyeglasses
637,spider
638,eyeglasses
639,banana
640,spider
641,skyscraper
642,skyscraper
643,chair
644,banana
645,eyeglasses
646,bulldozer
647,hand
648,keyboard
649,skyscraper
650,laptop
651,laptop
652,eyeglasses
653,bulldozer
654,eyeglasses
655,eyeglasses
656,nose
657,eyeglasses
658,skyscraper
659,pig
660,foot
661,spider
662,skyscraper
663,pig
664,spider
665,laptop
666,snowman
667,violin
668,snowman
669,laptop
670,eyeglasses
671,eyeglasses
672,eyeglasses
673,laptop
674,spider
675,eyeglasses
676,snowman
677,hand
678,snowman
679,spider
680,skyscraper
681,eyeglasses
682,bulldozer
683,laptop
684,spider
685,snowman
686,laptop
687,eyeglasses
688,keyboard
689,keyboard
690,keyboard
691,bulldozer
692,pig
693,snowman
694,laptop
695,skyscraper
696,harp
697,laptop
698,bulldozer
699,chair
700,harp
701,skyscraper
702,bulldozer
703,laptop
704,violin
705,eyeglasses
706,bulldozer
707,eyeglasses
708,eyeglasses
709,skyscraper
710,keyboard
711,harp
712,nose
713,pig
714,eyeglasses
715,laptop
716,laptop
717,eyeglasses
718,snowman
719,bulldozer
720,keyboard
721,harp
722,keyboard
723,snowman
724,laptop
725,banana
726,keyboard
727,skyscraper
728,eyeglasses
729,hand
730,spider
731,snowman
732,laptop
733,eyeglasses
734,laptop
735,snowman
736,skyscraper
737,spider
738,keyboard
739,bulldozer
740,hand
741,skyscraper
742,foot
743,eyeglasses
744,pig
745,chair
746,laptop
747,nose
748,pig
749,chair
750,eyeglasses
751,spider
752,eyeglasses
753,laptop
754,laptop
755,laptop
756,skyscraper
757,eyeglasses
758,laptop
759,foot
760,spider
761,hand
762,harp
763,spider
764,banana
765,banana
766,pig
767,spider
768,bulldozer
769,eyeglasses
770,bulldozer
771,laptop
772,skyscraper
773,skyscraper
774,eyeglasses
775,bulldozer
776,skyscraper
777,violin
778,banana
779,harp
780,chair
781,keyboard
782,banana
783,bulldozer
784,pig
785,bulldozer
786,eyeglasses
787,snowman
788,skyscraper
789,spider
790,bulldozer
791,bulldozer
792,banana
793,eyeglasses
794,foot
795,spider
796,bulldozer
797,keyboard
798,banana
799,bulldozer
800,chair
801,spider
802,harp
803,foot
804,eyeglasses
805,laptop
806,pig
807,skyscraper
808,laptop
809,eyeglasses
810,snowman
811,nose
812,pig
813,pig
814,skyscraper
815,laptop
816,skyscraper
817,snowman
818,banana
819,nose
820,banana
821,foot
822,harp
823,harp
824,skyscraper
825,bulldozer
826,eyeglasses
827,skyscraper
828,laptop
829,skyscraper
830,foot
831,skyscraper
832,skyscraper
833,chair
834,laptop
835,spider
836,eyeglasses
837,keyboard
838,violin
839,bulldozer
840,snowman
841,harp
842,pig
843,nose
844,spider
845,eyeglasses
846,harp
847,foot
848,hand
849,nose
850,laptop
851,eyeglasses
852,banana
853,nose
854,eyeglasses
855,skyscraper
856,bulldozer
857,eyeglasses
858,foot
859,hand
860,snowman
861,banana
862,skyscraper
863,banana
864,keyboard
865,bulldozer
866,hand
867,hand
868,bulldozer
869,eyeglasses
870,keyboard
871,skyscraper
872,spider
873,harp
874,laptop
875,laptop
876,chair
877,bulldozer
878,snowman
879,violin
880,eyeglasses
881,skyscraper
882,keyboard
883,foot
884,banana
885,spider
886,skyscraper
887,eyeglasses
888,eyeglasses
889,skyscraper
890,bulldozer
891,eyeglasses
892,laptop
893,hand
894,laptop
895,foot
896,spider
897,pig
898,harp
899,banana
900,violin
901,spider
902,chair
903,pig
904,nose
905,laptop
906,keyboard
907,laptop
908,skyscraper
909,harp
910,skyscraper
911,nose
912,banana
913,snowman
914,eyeglasses
915,bulldozer
916,spider
917,skyscraper
918,foot
919,laptop
920,snowman
921,snowman
922,eyeglasses
923,chair
924,chair
925,pig
926,eyeglasses
927,eyeglasses
928,skyscraper
929,skyscraper
930,snowman
931,chair
932,chair
933,hand
934,bulldozer
935,skyscraper
936,spider
937,bulldozer
938,spider
939,pig
940,laptop
941,bulldozer
942,violin
943,pig
944,snowman
945,foot
946,violin
947,hand
948,nose
949,snowman
950,skyscraper
951,skyscraper
952,eyeglasses
953,eyeglasses
954,keyboard
955,harp
956,harp
957,eyeglasses
958,eyeglasses
959,keyboard
960,banana
961,bulldozer
962,harp
963,bulldozer
964,snowman
965,chair
966,spider
967,eyeglasses
968,harp
969,harp
970,laptop
971,snowman
972,violin
973,spider
974,laptop
975,spider
976,hand
977,violin
978,harp
979,violin
980,keyboard
981,eyeglasses
982,snowman
983,chair
984,harp
985,bulldozer
986,skyscraper
987,skyscraper
988,harp
989,snowman
990,bulldozer
991,chair
992,laptop
993,skyscraper
994,eyeglasses
995,bulldozer
996,eyeglasses
997,laptop
998,laptop
999,bulldozer
1000,hand
1001,laptop
1002,laptop
1003,nose
1004,harp
1005,nose
1006,eyeglasses
1007,skyscraper
1008,laptop
1009,banana
1010,harp
1011,violin
1012,banana
1013,violin
1014,pig
1015,laptop
1016,hand
1017,violin
1018,laptop
1019,foot
1020,spider
1021,hand
1022,chair
1023,nose
1024,violin
1025,harp
1026,eyeglasses
1027,skyscraper
1028,chair
1029,banana
1030,hand
1031,laptop
1032,spider
1033,banana
1034,eyeglasses
1035,keyboard
1036,nose
1037,snowman
1038,pig
1039,chair
1040,nose
1041,bulldozer
1042,spider
1043,snowman
1044,snowman
1045,hand
1046,harp
1047,pig
1048,eyeglasses
1049,skyscraper
1050,eyeglasses
1051,chair
1052,skyscraper
1053,chair
1054,laptop
1055,laptop
1056,snowman
1057,banana
1058,laptop
1059,eyeglasses
1060,eyeglasses
1061,nose
1062,spider
1063,spider
1064,skyscraper
1065,bulldozer
1066,spider
1067,skyscraper
1068,bulldozer
1069,keyboard
1070,violin
1071,chair
1072,skyscraper
1073,snowman
1074,banana
1075,violin
1076,laptop
1077,bulldozer
1078,eyeglasses
1079,bulldozer
1080,keyboard
1081,bulldozer
1082,skyscraper
1083,banana
1084,harp
1085,eyeglasses
1086,eyeglasses
1087,skyscraper
1088,harp
1089,keyboard
1090,harp
1091,eyeglasses
1092,keyboard
1093,skyscraper
1094,pig
1095,skyscraper
1096,spider
1097,hand
1098,banana
1099,chair
1100,spider
1101,spider
1102,violin
1103,pig
1104,spider
1105,eyeglasses
1106,eyeglasses
1107,skyscraper
1108,bulldozer
1109,eyeglasses
1110,chair
1111,snowman
1112,laptop
1113,skyscraper
1114,snowman
1115,laptop
1116,banana
1117,banana
1118,violin
1119,skyscraper
1120,eyeglasses
1121,skyscraper
1122,laptop
1123,snowman
1124,keyboard
1125,eyeglasses
1126,banana
1127,chair
1128,keyboard
1129,laptop
1130,harp
1131,skyscraper
1132,keyboard
1133,chair
1134,bulldozer
1135,laptop
1136,eyeglasses
1137,pig
1138,spider
1139,laptop
1140,spider
1141,bulldozer
1142,eyeglasses
1143,skyscraper
1144,snowman
1145,violin
1146,keyboard
1147,bulldozer
1148,violin
1149,skyscraper
1150,spider
1151,harp
1152,spider
1153,chair
1154,violin
1155,eyeglasses
1156,skyscraper
1157,eyeglasses
1158,spider
1159,laptop
1160,eyeglasses
1161,foot
1162,chair
1163,eyeglasses
1164,chair
1165,laptop
1166,keyboard
1167,eyeglasses
1168,chair
1169,bulldozer
1170,bulldozer
1171,skyscraper
1172,keyboard
1173,skyscraper
1174,foot
1175,bulldozer
1176,spider
1177,keyboard
1178,pig
1179,eyeglasses
1180,keyboard
1181,nose
1182,snowman
1183,eyeglasses
1184,skyscraper
1185,foot
1186,spider
1187,pig
1188,skyscraper
1189,laptop
1190,skyscraper
1191,eyeglasses
1192,skyscraper
1193,laptop
1194,bulldozer
1195,eyeglasses
1196,pig
1197,skyscraper
1198,violin
1199,snowman
1200,violin
1201,laptop
1202,laptop
1203,skyscraper
1204,banana
1205,foot
1206,eyeglasses
1207,chair
1208,eyeglasses
1209,eyeglasses
1210,bulldozer
1211,spider
1212,harp
1213,bulldozer
1214,skyscraper
1215,laptop
1216,harp
1217,bulldozer
1218,chair
1219,spider
1220,banana
1221,pig
1222,spider
1223,eyeglasses
1224,laptop
1225,banana
1226,snowman
1227,spider
1228,skyscraper
1229,eyeglasses
1230,chair
1231,bulldozer
1232,skyscraper
1233,bulldozer
1234,violin
1235,snowman
1236,banana
1237,banana
1238,foot
1239,nose
1240,laptop
1241,eyeglasses
1242,violin
1243,bulldozer
1244,bulldozer
1245,bulldozer
1246,bulldozer
1247,hand
1248,bulldozer
1249,keyboard
1250,snowman
1251,laptop
1252,spider
1253,snowman
1254,snowman
1255,spider
1256,violin
1257,eyeglasses
1258,keyboard
1259,skyscraper
1260,eyeglasses
1261,eyeglasses
1262,eyeglasses
1263,skyscraper
1264,chair
1265,spider
1266,eyeglasses
1267,nose
1268,banana
1269,keyboard
1270,laptop
1271,harp
1272,hand
1273,bulldozer
1274,skyscraper
1275,nose
1276,eyeglasses
1277,bulldozer
1278,violin
1279,bulldozer
1280,foot
1281,keyboard
1282,skyscraper
1283,skyscraper
1284,skyscraper
1285,keyboard
1286,laptop
1287,violin
1288,harp
1289,violin
1290,laptop
1291,snowman
1292,eyeglasses
1293,laptop
1294,laptop
1295,hand
1296,spider
1297,snowman
1298,bulldozer
1299,pig
1300,keyboard
1301,harp
1302,eyeglasses
1303,harp
1304,eyeglasses
1305,harp
1306,bulldozer
1307,skyscraper
1308,eyeglasses
1309,chair
1310,bulldozer
1311,snowman
1312,harp
1313,spider
1314,harp
1315,pig
1316,banana
1317,keyboard
1318,eyeglasses
1319,eyeglasses
1320,hand
1321,harp
1322,bulldozer
1323,eyeglasses
1324,laptop
1325,laptop
1326,laptop
1327,eyeglasses
1328,skyscraper
1329,laptop
1330,foot
1331,harp
1332,eyeglasses
1333,eyeglasses
1334,spider
1335,snowman
1336,keyboard
1337,skyscraper
1338,harp
1339,pig
1340,spider
1341,chair
1342,chair
1343,eyeglasses
1344,snowman
1345,eyeglasses
1346,skyscraper
1347,laptop
1348,eyeglasses
1349,bulldozer
1350,skyscraper
1351,banana
1352,skyscraper
1353,spider
1354,snowman
1355,laptop
1356,hand
1357,pig
1358,banana
1359,keyboard
1360,laptop
1361,foot
1362,bulldozer
1363,skyscraper
1364,laptop
1365,laptop
1366,eyeglasses
1367,laptop
1368,chair
1369,banana
1370,spider
1371,keyboard
1372,eyeglasses
1373,spider
1374,eyeglasses
1375,eyeglasses
1376,banana
1377,harp
1378,banana
1379,spider
1380,eyeglasses
1381,laptop
1382,pig
1383,pig
1384,eyeglasses
1385,bulldozer
1386,bulldozer
1387,bulldozer
1388,eyeglasses
1389,laptop
1390,harp
1391,eyeglasses
1392,eyeglasses
1393,bulldozer
1394,spider
1395,eyeglasses
1396,bulldozer
1397,harp
1398,bulldozer
1399,harp
1400,hand
1401,skyscraper
1402,banana
1403,laptop
1404,eyeglasses
1405,bulldozer
1406,chair
1407,bulldozer
1408,keyboard
1409,eyeglasses
1410,skyscraper
1411,keyboard
1412,eyeglasses
1413,bulldozer
1414,skyscraper
1415,eyeglasses
1416,bulldozer
1417,hand
1418,bulldozer
1419,bulldozer
1420,spider
1421,skyscraper
1422,chair
1423,keyboard
1424,nose
1425,eyeglasses
1426,skyscraper
1427,spider
1428,laptop
1429,pig
1430,skyscraper
1431,eyeglasses
1432,keyboard
1433,foot
1434,foot
1435,skyscraper
1436,eyeglasses
1437,chair
1438,snowman
1439,spider
1440,banana
1441,spider
1442,skyscraper
1443,banana
1444,snowman
1445,laptop
1446,keyboard
1447,spider
1448,harp
1449,keyboard
1450,spider
1451,keyboard
1452,chair
1453,foot
1454,bulldozer
1455,snowman
1456,skyscraper
1457,bulldozer
1458,skyscraper
1459,chair
1460,eyeglasses
1461,skyscraper
1462,eyeglasses
1463,banana
1464,laptop
1465,spider
1466,banana
1467,spider
1468,violin
1469,pig
1470,spider
1471,keyboard
1472,eyeglasses
1473,hand
1474,banana
1475,chair
1476,skyscraper
1477,laptop
1478,eyeglasses
1479,spider
1480,snowman
1481,laptop
1482,banana
1483,skyscraper
1484,snowman
1485,spider
1486,hand
1487,bulldozer
1488,banana
1489,skyscraper
1490,skyscraper
1491,violin
1492,eyeglasses
1493,pig
1494,skyscraper
1495,hand
1496,eyeglasses
1497,banana
1498,harp
1499,foot
1500,skyscraper
1501,pig
1502,keyboard
1503,keyboard
1504,foot
1505,keyboard
1506,laptop
1507,hand
1508,eyeglasses
1509,laptop
1510,foot
1511,nose
1512,bulldozer
1513,spider
1514,hand
1515,pig
1516,laptop
1517,harp
1518,snowman
1519,eyeglasses
1520,eyeglasses
1521,bulldozer
1522,spider
1523,eyeglasses
1524,keyboard
1525,eyeglasses
1526,foot
1527,harp
1528,spider
1529,nose
1530,spider
1531,eyeglasses
1532,spider
1533,banana
1534,laptop
1535,eyeglasses
1536,laptop
1537,eyeglasses
1538,bulldozer
1539,snowman
1540,laptop
1541,skyscraper
1542,harp
1543,chair
1544,chair
1545,banana
1546,eyeglasses
1547,harp
1548,hand
1549,spider
1550,banana
1551,eyeglasses
1552,eyeglasses
1553,laptop
1554,spider
1555,banana
1556,snowman
1557,harp
1558,keyboard
1559,nose
1560,chair
1561,laptop
1562,banana
1563,pig
1564,bulldozer
1565,foot
1566,foot
1567,spider
1568,bulldozer
1569,banana
1570,skyscraper
1571,eyeglasses
1572,spider
1573,nose
1574,spider
1575,harp
1576,bulldozer
1577,harp
1578,skyscraper
1579,keyboard
1580,spider
1581,hand
1582,spider
1583,skyscraper
1584,violin
1585,laptop
1586,banana
1587,harp
1588,skyscraper
1589,keyboard
1590,snowman
1591,eyeglasses
1592,skyscraper
1593,snowman
1594,chair
1595,hand
1596,laptop
1597,skyscraper
1598,chair
1599,eyeglasses
1600,eyeglasses
1601,laptop
1602,snowman
1603,spider
1604,chair
1605,eyeglasses
1606,violin
1607,spider
1608,harp
1609,violin
1610,eyeglasses
1611,harp
1612,skyscraper
1613,spider
1614,spider
1615,snowman
1616,spider
1617,hand
1618,banana
1619,bulldozer
1620,skyscraper
1621,violin
1622,snowman
1623,eyeglasses
1624,snowman
1625,eyeglasses
1626,bulldozer
1627,foot
1628,eyeglasses
1629,skyscraper
1630,bulldozer
1631,laptop
1632,laptop
1633,hand
1634,skyscraper
1635,snowman
1636,keyboard
1637,bulldozer
1638,keyboard
1639,laptop
1640,foot
1641,spider
1642,bulldozer
1643,skyscraper
1644,pig
1645,bulldozer
1646,laptop
1647,laptop
1648,spider
1649,bulldozer
1650,skyscraper
1651,hand
1652,laptop
1653,bulldozer
1654,nose
1655,harp
1656,pig
1657,skyscraper
1658,laptop
1659,eyeglasses
1660,spider
1661,bulldozer
1662,spider
1663,pig
1664,violin
1665,hand
1666,bulldozer
1667,banana
1668,eyeglasses
1669,hand
1670,snowman
1671,eyeglasses
1672,snowman
1673,keyboard
1674,keyboard
1675,banana
1676,eyeglasses
1677,skyscraper
1678,harp
1679,skyscraper
1680,eyeglasses
1681,bulldozer
1682,foot
1683,eyeglasses
1684,spider
1685,chair
1686,pig
1687,skyscraper
1688,skyscraper
1689,foot
1690,eyeglasses
1691,skyscraper
1692,chair
1693,snowman
1694,harp
1695,laptop
1696,skyscraper
1697,bulldozer
1698,nose
1699,pig
1700,snowman
1701,eyeglasses
1702,skyscraper
1703,harp
1704,spider
1705,hand
1706,hand
1707,harp
1708,harp
1709,laptop
1710,nose
1711,laptop
1712,skyscraper
1713,skyscraper
1714,eyeglasses
1715,keyboard
1716,skyscraper
1717,banana
1718,snowman
1719,eyeglasses
1720,chair
1721,skyscraper
1722,snowman
1723,violin
1724,laptop
1725,spider
1726,skyscraper
1727,laptop
1728,chair
1729,keyboard
1730,harp
1731,eyeglasses
1732,nose
1733,skyscraper
1734,nose
1735,chair
1736,nose
1737,chair
1738,bulldozer
1739,laptop
1740,foot
1741,nose
1742,snowman
1743,snowman
1744,harp
1745,eyeglasses
1746,keyboard
1747,eyeglasses
1748,violin
1749,eyeglasses
1750,hand
1751,laptop
1752,violin
1753,skyscraper
1754,hand
1755,eyeglasses
1756,skyscraper
1757,skyscraper
1758,pig
1759,laptop
1760,pig
1761,laptop
1762,bulldozer
1763,harp
1764,skyscraper
1765,keyboard
1766,violin
1767,banana
1768,pig
1769,bulldozer
1770,chair
1771,foot
1772,spider
1773,nose
1774,keyboard
1775,keyboard
1776,harp
1777,snowman
1778,snowman
1779,hand
1780,spider
1781,skyscraper
1782,harp
1783,nose
1784,laptop
1785,skyscraper
1786,spider
1787,laptop
1788,banana
1789,skyscraper
1790,laptop
1791,bulldozer
1792,hand
1793,eyeglasses
1794,hand
1795,violin
1796,banana
1797,laptop
1798,spider
1799,violin
1800,bulldozer
1801,eyeglasses
1802,laptop
1803,chair
1804,nose
1805,banana
1806,harp
1807,harp
1808,bulldozer
1809,snowman
1810,spider
1811,banana
1812,harp
1813,eyeglasses
1814,spider
1815,eyeglasses
1816,eyeglasses
1817,nose
1818,eyeglasses
1819,keyboard
1820,bulldozer
1821,skyscraper
1822,nose
1823,foot
1824,chair
1825,skyscraper
1826,spider
1827,bulldozer
1828,eyeglasses
1829,snowman
1830,spider
1831,skyscraper
1832,nose
1833,pig
1834,eyeglasses
1835,skyscraper
1836,foot
1837,bulldozer
1838,keyboard
1839,skyscraper
1840,eyeglasses
1841,harp
1842,laptop
1843,nose
1844,laptop
1845,snowman
1846,snowman
1847,harp
1848,violin
1849,foot
1850,nose
1851,harp
1852,skyscraper
1853,chair
1854,eyeglasses
1855,laptop
1856,eyeglasses
1857,violin
1858,pig
1859,harp
1860,laptop
1861,eyeglasses
1862,banana
1863,skyscraper
1864,foot
1865,violin
1866,hand
1867,eyeglasses
1868,snowman
1869,laptop
1870,laptop
1871,violin
1872,eyeglasses
1873,pig
1874,laptop
1875,eyeglasses
1876,snowman
1877,bulldozer
1878,bulldozer
1879,laptop
1880,banana
1881,laptop
1882,banana
1883,keyboard
1884,pig
1885,chair
1886,snowman
1887,bulldozer
1888,pig
1889,nose
1890,laptop
1891,laptop
1892,spider
1893,foot
1894,eyeglasses
1895,pig
1896,pig
1897,bulldozer
1898,laptop
1899,hand
1900,pig
1901,chair
1902,harp
1903,bulldozer
1904,hand
1905,harp
1906,eyeglasses
1907,spider
1908,keyboard
1909,harp
1910,banana
1911,hand
1912,nose
1913,pig
1914,banana
1915,bulldozer
1916,bulldozer
1917,spider
1918,pig
1919,snowman
1920,banana
1921,pig
1922,keyboard
1923,foot
1924,nose
1925,bulldozer
1926,foot
1927,skyscraper
1928,skyscraper
1929,banana
1930,bulldozer
1931,laptop
1932,snowman
1933,nose
1934,laptop
1935,eyeglasses
1936,bulldozer
1937,hand
1938,eyeglasses
1939,banana
1940,harp
1941,laptop
1942,violin
1943,snowman
1944,chair
1945,chair
1946,chair
1947,skyscraper
1948,bulldozer
1949,snowman
1950,snowman
1951,eyeglasses
1952,chair
1953,skyscraper
1954,bulldozer
1955,laptop
1956,snowman
1957,chair
1958,banana
1959,spider
1960,skyscraper
1961,keyboard
1962,hand
1963,bulldozer
1964,violin
1965,chair
1966,nose
1967,harp
1968,pig
1969,hand
1970,hand
1971,laptop
1972,eyeglasses
1973,laptop
1974,bulldozer
1975,eyeglasses
1976,bulldozer
1977,chair
1978,snowman
1979,chair
1980,harp
1981,keyboard
1982,chair
1983,laptop
1984,eyeglasses
1985,harp
1986,eyeglasses
1987,skyscraper
1988,bulldozer
1989,laptop
1990,skyscraper
1991,eyeglasses
1992,nose
1993,laptop
1994,snowman
1995,foot
1996,harp
1997,hand
1998,spider
1999,laptop
2000,keyboard
